Domain,Topic,Skill,Sub-skill
Geometry,Volume,Measuring and estimating volume of cylinders,Solving real-world problems involving volume of cylinders
Geometry,Volume,Measuring and estimating volume of cones,Solving mathematical problems involving volume of cones
Geometry,Volume,Measuring and estimating volume of cones,Solving real-world problems involving volume of cones
Geometry,Volume,Measuring and estimating volume of spheres,Solving mathematical problems involving volume of spheres
Geometry,Volume,Measuring and estimating volume of spheres,Solving real-world problems involving volume of spheres
Geometry,Volume,Measuring and estimating volume of miscellaneous shapes,"Applying the formulae for the volumes of cones, cylinders and spheres to real-world problems involving composite solids"
Geometry,Volume,Measuring and estimating volume of cylinders,Describing an informal argument for the formula for the volume of a cylinder
Geometry,Volume,Measuring and estimating volume of pyramids,Describing an informal argument for the formula for the volume of a pyramid
Geometry,Volume,Measuring and estimating volume of cones,Describing an informal argument for the formula for the volume of a cone
Geometry,Volume,Measuring and estimating volume of spheres,Describing an informal argument for the formula for the volume of a sphere using Cavalieri’s principle
Geometry,Volume,Measuring and estimating volume of miscellaneous shapes,Calculating the volume of similar solids
Geometry,Volume,Applying geometric concepts in modelling,Applying concepts of density based on volume in modeling situations
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 120),Counting to 120 by ones when starting at any number
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 120),Counting to 120 by tens when starting at any number
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 120),Reading and writing numbers up to 120
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 120),Representing a number of objects with a written numeral
Numbers,Concepts in whole numbers,Understanding place value (two-digit numbers),Understanding that 10 can be thought of as a bundle of ten ones
Numbers,Concepts in whole numbers,Understanding place value (two-digit numbers),"Understanding that numbers from 11 to 19 are composed of a ten and 1, 2, 3, 4, 5, 6, 7, 8 or 9 ones"
Numbers,Concepts in whole numbers,Understanding place value (two-digit numbers),"Understanding that numbers 10, 20, 30, 40, 50, 60, 70, 80 and 90 refer to 1, 2, 3, 4, 5, 6, 7, 8 or 9 tens (and 0 ones)"
Numbers,Concepts in whole numbers,Understanding place value (two-digit numbers),Representing whole numbers as lengths from 0 on a number line
Numbers,Concepts in whole numbers,Understanding place value (three-digit numbers),Understanding that 100 can be thought of as a bundle of ten tens
Numbers,Concepts in whole numbers,Understanding place value (three-digit numbers),"Understanding that numbers 100, 200, 300, 400, 500, 600, 700, 800 and 900 refer to 1, 2, 3, 4, 5, 6, 7, 8 or 9 hundreds (and 0 tens and 0 ones)"
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 1000),Counting to 1000 by ones or fives when starting at any number
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 1000),Counting to 1000 by tens or hundreds when starting at any number
Numbers,Concepts in whole numbers,Extending the counting sequence (up to 1000),Identifying patterns to find missing numbers (up to 1000)
Numbers,Concepts in whole numbers,Applying place value understanding (three-digit numbers),Reading and writing three-digit numbers using models
Numbers,Concepts in whole numbers,Applying place value understanding (three-digit numbers),Reading and writing three-digit numbers using base-ten numerals
Numbers,Concepts in whole numbers,Applying place value understanding (three-digit numbers),Reading and writing three-digit numbers using number names
